string_id	fasta_id
4932.YGL140C	sp|P53120|YGO0_YEAST
4932.YGL141W	sp|P53119|HUL5_YEAST
4932.YGL144C	sp|P53118|ROG1_YEAST
4932.YGL145W	sp|P33891|TIP20_YEAST
4932.YGL147C	sp|P51401|RL9B_YEAST
4932.YNL067W	sp|P51401|RL9B_YEAST
4932.YGL148W	sp|P28777|AROC_YEAST
4932.YGL150C	sp|P53115|INO80_YEAST
4932.YGL151W	sp|P53114|MED5_YEAST
4932.YGL153W	sp|P53112|PEX14_YEAST
4932.YGL155W	sp|P18898|PGTB1_YEAST
4932.YGL156W	sp|P22855|MAN1_YEAST
4932.YGL157W	sp|P53111|ARI1_YEAST
4932.YGL159W	sp|P53110|YGP9_YEAST
4932.YGL161C	sp|P53108|YIP5_YEAST
4932.YGL164C	sp|P53107|YRB30_YEAST
4932.YGL166W	sp|P15315|CUP2_YEAST
4932.YGL167C	sp|P13586|ATC1_YEAST
4932.YGL169W	sp|P32579|SUA5_YEAST
4932.YGL171W	sp|P45818|ROK1_YEAST
4932.YGL172W	sp|Q02199|NUP49_YEAST
4932.YGL173C	sp|P22147|XRN1_YEAST
4932.YGL174W	sp|P46947|CWC26_YEAST
4932.YGL180W	sp|P53104|ATG1_YEAST
4932.YGL181W	sp|P40956|GTS1_YEAST
4932.YGL184C	sp|P53101|STR3_YEAST
4932.YGL185C	sp|P53100|YGT5_YEAST
4932.YGL186C	sp|P53099|TPN1_YEAST
4932.YGL187C	sp|P04037|COX4_YEAST
4932.YGL190C	sp|Q00362|2ABA_YEAST
4932.YGL191W	sp|P32799|COX13_YEAST
4932.YGL195W	sp|P33892|GCN1_YEAST
4932.YGL196W	sp|P53095|DSD1_YEAST
4932.YGL197W	sp|P53094|MDS3_YEAST
4932.YGL198W	sp|P53093|YIP4_YEAST
4932.YGL200C	sp|P32803|EMP24_YEAST
4932.YGL201C	sp|P53091|MCM6_YEAST
4932.YGL202W	sp|P53090|ARO8_YEAST
4932.YGL203C	sp|P09620|KEX1_YEAST
4932.YGL205W	sp|P13711|ACOX_YEAST
4932.YGL206C	sp|P22137|CLH_YEAST
4932.YGL207W	sp|P32558|SPT16_YEAST
4932.YGL208W	sp|P34164|SIP2_YEAST
4932.YGL210W	sp|P51996|YPT32_YEAST
4932.YGL211W	sp|P53088|CTU1_YEAST
4932.YGL213C	sp|Q02793|SKI8_YEAST
4932.YGL220W	sp|P53082|FRA2_YEAST
4932.YGL221C	sp|P53081|NIF3_YEAST
4932.YGL223C	sp|P53079|COG1_YEAST
4932.YGL224C	sp|P53078|SDT1_YEAST
4932.YGL225W	sp|P40107|GMT1_YEAST
4932.YGL226C-A	sp|Q92316|OST5_YEAST
4932.YGL227W	sp|P53076|VID30_YEAST
4932.YGL228W	sp|P53075|SHE10_YEAST
4932.YGL229C	sp|P53036|SAP4_YEAST
4932.YGL231C	sp|P53073|EMC4_YEAST
4932.YGL232W	sp|P53072|TAN1_YEAST
4932.YGL233W	sp|P22224|SEC15_YEAST
4932.YGL234W	sp|P07244|PUR2_YEAST
4932.YGL236C	sp|P53070|MTO1_YEAST
4932.YGL237C	sp|P06774|HAP2_YEAST
4932.YGL238W	sp|P33307|CSE1_YEAST
4932.YGL240W	sp|P53068|APC10_YEAST
4932.YGL241W	sp|P53067|IMB5_YEAST
4932.YGL242C	sp|P53066|YGZ2_YEAST
4932.YGL244W	sp|P53064|RTF1_YEAST
4932.YGL245W	sp|P46655|SYEC_YEAST
4932.YGL246C	sp|P53063|DOM3Z_YEAST
4932.YGL248W	sp|P22434|PDE1_YEAST
4932.YGL252C	sp|P32608|RTG2_YEAST
4932.YGL253W	sp|P04807|HXKB_YEAST
4932.YGL255W	sp|P32804|ZRT1_YEAST
4932.YGL256W	sp|P10127|ADH4_YEAST
4932.YGL257C	sp|P53059|MNT2_YEAST
4932.YGR001C	sp|P53200|AML1_YEAST
4932.YGR002C	sp|P53201|SWC4_YEAST
4932.YGR003W	sp|P53202|CUL3_YEAST
4932.YGR005C	sp|P41896|T2FB_YEAST
4932.YGR006W	sp|P33411|PRP18_YEAST
4932.YGR007W	sp|P33412|ECT1_YEAST
4932.YGR008C	sp|P16965|STF2_YEAST
4932.YGR009C	sp|P40357|SEC9_YEAST
4932.YGR010W	sp|P53204|NMA2_YEAST
4932.YGR012W	sp|P53206|CYSK_YEAST
4932.YGR013W	sp|P53207|SNU71_YEAST
4932.YGR014W	sp|P32334|MSB2_YEAST
4932.YGR017W	sp|P53210|YG1B_YEAST
4932.YGR019W	sp|P17649|GABAT_YEAST
4932.YGR020C	sp|P39111|VATF_YEAST
4932.YGR023W	sp|P53214|MTL1_YEAST
4932.YGR024C	sp|P53215|THG1_YEAST
4932.YGR027C	sp|Q3E792|RS25A_YEAST
4932.YLR333C	sp|Q3E792|RS25A_YEAST
4932.YGR027W-A	sp|Q12470|YN12A_YEAST
4932.YJR028W	sp|Q12470|YN12A_YEAST
4932.YNL054W-A	sp|Q12470|YN12A_YEAST
4932.YPR137C-A	sp|Q12470|YN12A_YEAST
4932.YGR028W	sp|P28737|MSP1_YEAST
4932.YGR029W	sp|P27882|ERV1_YEAST
4932.YGR030C	sp|P53218|POP6_YEAST
4932.YGR031W	sp|P53219|IMO32_YEAST
4932.YGR032W	sp|P40989|FKS2_YEAST
4932.YGR033C	sp|P53220|TIM21_YEAST
4932.YGR034W	sp|P53221|RL26B_YEAST
4932.YLR344W	sp|P53221|RL26B_YEAST
4932.YGR037C	sp|P31787|ACBP_YEAST
4932.YGR038C-A	sp|Q12485|YG12A_YEAST
4932.YMR051C	sp|Q12485|YG12A_YEAST
4932.YGR038C-B	sp|Q99337|YN12B_YEAST
4932.YJR027W	sp|Q99337|YN12B_YEAST
4932.YML039W	sp|Q99337|YN12B_YEAST
4932.YPL257W-B	sp|Q99337|YN12B_YEAST
4932.YPR137C-B	sp|Q99337|YN12B_YEAST
4932.YGR038W	sp|P53224|ORM1_YEAST
4932.YGR040W	sp|P14681|KSS1_YEAST
4932.YGR043C	sp|P53228|TAL2_YEAST
4932.YGR044C	sp|P32338|RME1_YEAST
4932.YGR047C	sp|P33339|TFC4_YEAST
4932.YGR048W	sp|P53044|UFD1_YEAST
4932.YGR049W	sp|P32564|SCM4_YEAST
4932.YGR054W	sp|P53235|EIF2A_YEAST
4932.YGR055W	sp|P50276|MUP1_YEAST
4932.YGR056W	sp|P53236|RSC1_YEAST
4932.YGR060W	sp|P53045|MSMO_YEAST
4932.YGR061C	sp|P38972|PUR4_YEAST
4932.YGR063C	sp|P32914|SPT4_YEAST
4932.YGR067C	sp|P53243|YG2A_YEAST
4932.YGR068C	sp|P53244|ART5_YEAST
4932.YGR071C	sp|P53246|ENV11_YEAST
4932.YGR072W	sp|P48412|UPF3_YEAST
4932.YGR074W	sp|Q02260|SMD1_YEAST
4932.YGR076C	sp|P23369|RM25_YEAST
4932.YGR078C	sp|P48363|PFD3_YEAST
4932.YGR080W	sp|P53250|TWF1_YEAST
4932.YGR081C	sp|P53251|SLX9_YEAST
4932.YGR082W	sp|P35180|TOM20_YEAST
4932.YGR083C	sp|P12754|EI2BD_YEAST
4932.YGR084C	sp|P12686|RT13_YEAST
4932.YGR085C	sp|Q3E757|RL11B_YEAST
4932.YPR102C	sp|Q3E757|RL11B_YEAST
4932.YGR086C	sp|P53252|PIL1_YEAST
4932.YGR087C	sp|P26263|PDC6_YEAST
4932.YGR088W	sp|P06115|CATT_YEAST
4932.YGR089W	sp|P53253|NNF2_YEAST
4932.YGR090W	sp|P53254|UTP22_YEAST
4932.YGR092W	sp|P22204|DBF2_YEAST
4932.YGR093W	sp|P53255|DRN1_YEAST
4932.YGR094W	sp|P07806|SYV_YEAST
4932.YGR095C	sp|P53256|RRP46_YEAST
4932.YGR097W	sp|P48361|ASK10_YEAST
4932.YGR099W	sp|P53038|TEL2_YEAST
4932.YGR100W	sp|P53258|GYP2_YEAST
4932.YGR103W	sp|P53261|PESC_YEAST
4932.YGR104C	sp|P32585|MED18_YEAST
4932.YGR106C	sp|P53262|VOA1_YEAST
4932.YGR108W	sp|P24868|CG21_YEAST
4932.YGR109W-A	sp|Q99219|YI31A_YEAST
4932.YIL082W	sp|Q99219|YI31A_YEAST
4932.YGR109W-B	sp|Q99315|YG31B_YEAST
4932.YIL082W-A	sp|Q99315|YG31B_YEAST
4932.YGR111W	sp|P53265|YG2W_YEAST
4932.YGR112W	sp|P53266|SHY1_YEAST
4932.YGR113W	sp|P53267|DAM1_YEAST
4932.YGR116W	sp|P23615|SPT6_YEAST
4932.YGR117C	sp|P53270|YG32_YEAST
4932.YGR119C	sp|P48837|NUP57_YEAST
4932.YGR120C	sp|P53271|COG2_YEAST
4932.YGR121C	sp|P40260|MEP1_YEAST
4932.YGR123C	sp|P53043|PPT1_YEAST
4932.YGR124W	sp|P49090|ASNS2_YEAST
4932.YGR125W	sp|P53273|YG35_YEAST
4932.YGR127W	sp|P53275|YG37_YEAST
4932.YGR128C	sp|P53276|UTP8_YEAST
4932.YGR130C	sp|P53278|YG3A_YEAST
4932.YGR132C	sp|P40961|PHB1_YEAST
4932.YGR133W	sp|P29340|UBCX_YEAST
4932.YGR134W	sp|P53280|CF130_YEAST
4932.YGR135W	sp|P23638|PSA3_YEAST
4932.YGR136W	sp|P53281|LSB1_YEAST
4932.YGR138C	sp|P53283|TPO2_YEAST
4932.YGR140W	sp|P32504|CBF3A_YEAST
4932.YGR143W	sp|P33336|SKN1_YEAST
4932.YGR145W	sp|P48234|NOL10_YEAST
4932.YGR147C	sp|P37293|NAT2_YEAST
4932.YGR149W	sp|P48236|YG3L_YEAST
4932.YGR150C	sp|P48237|CCM1_YEAST
4932.YGR152C	sp|P13856|RSR1_YEAST
4932.YGR155W	sp|P32582|CBS_YEAST
4932.YGR156W	sp|P39927|PTI1_YEAST
4932.YGR157W	sp|P05374|CHO2_YEAST
4932.YGR158C	sp|P48240|MTR3_YEAST
4932.YGR159C	sp|P27476|NSR1_YEAST
4932.YGR161C-D	sp|Q92393|YO12B_YEAST
4932.YJR029W	sp|Q92393|YO12B_YEAST
4932.YML045W	sp|Q92393|YO12B_YEAST
4932.YMR050C	sp|Q92393|YO12B_YEAST
4932.YOR142W-B	sp|Q92393|YO12B_YEAST
4932.YGR162W	sp|P39935|IF4F1_YEAST
4932.YGR163W	sp|P53290|GTR2_YEAST
4932.YGR165W	sp|P53292|RT35_YEAST
4932.YGR166W	sp|P32893|TRS65_YEAST
4932.YGR167W	sp|P17891|CLC1_YEAST
4932.YGR169C	sp|P53294|PUS6_YEAST
4932.YGR169C-A	sp|Q3E772|YG169_YEAST
4932.YGR170W	sp|P53037|PSD2_YEAST
4932.YGR171C	sp|P22438|SYMM_YEAST
4932.YGR172C	sp|P53039|YIP1_YEAST
4932.YGR173W	sp|P53295|RBG2_YEAST
4932.YGR174C	sp|P37267|CBP4_YEAST
4932.YGR175C	sp|P32476|ERG1_YEAST
4932.YGR177C	sp|P53296|ATF2_YEAST
4932.YGR178C	sp|P53297|PBP1_YEAST
4932.YGR179C	sp|P53298|OKP1_YEAST
4932.YGR180C	sp|P49723|RIR4_YEAST
4932.YGR181W	sp|P53299|TIM13_YEAST
4932.YGR183C	sp|P22289|QCR9_YEAST
4932.YGR184C	sp|P19812|UBR1_YEAST
4932.YGR185C	sp|P36421|SYYC_YEAST
4932.YGR186W	sp|P41895|T2FA_YEAST
4932.YGR187C	sp|P48362|HGH1_YEAST
4932.YGR188C	sp|P41695|BUB1_YEAST
4932.YGR189C	sp|P53301|CRH1_YEAST
4932.YGR191W	sp|P06775|HIP1_YEAST
4932.YGR192C	sp|P00359|G3P3_YEAST
4932.YJR009C	sp|P00359|G3P3_YEAST
4932.YGR193C	sp|P16451|ODPX_YEAST
4932.YGR194C	sp|P42826|XKS1_YEAST
4932.YGR195W	sp|P46948|RRP41_YEAST
4932.YGR196C	sp|P46949|FYV8_YEAST
4932.YGR198W	sp|P46951|YPP1_YEAST
4932.YGR199W	sp|P42934|PMT6_YEAST
4932.YGR200C	sp|P42935|ELP2_YEAST
4932.YGR202C	sp|P13259|PCY1_YEAST
4932.YGR203W	sp|P42937|YCH1_YEAST
4932.YGR204W	sp|P07245|C1TC_YEAST
4932.YGR205W	sp|P42938|TDA10_YEAST
4932.YGR207C	sp|P42940|ETFB_YEAST
4932.YGR208W	sp|P42941|SERB_YEAST
4932.YGR209C	sp|P22803|TRX2_YEAST
4932.YGR210C	sp|P42942|YG4I_YEAST
4932.YGR211W	sp|P53303|ZPR1_YEAST
4932.YGR214W	sp|P46654|RSSA2_YEAST
4932.YLR048W	sp|P46654|RSSA2_YEAST
4932.YGR215W	sp|P53305|RT27_YEAST
4932.YGR218W	sp|P30822|XPO1_YEAST
4932.YGR222W	sp|P10834|PET54_YEAST
4932.YGR223C	sp|P50079|HSV2_YEAST
4932.YGR229C	sp|P32566|SMI1_YEAST
4932.YGR231C	sp|P50085|PHB2_YEAST
4932.YGR232W	sp|P50086|PSD10_YEAST
4932.YGR233C	sp|P17442|PHO81_YEAST
4932.YGR234W	sp|P39676|FHP_YEAST
4932.YGR235C	sp|P50087|MOS2_YEAST
4932.YGR237C	sp|P50089|YG51_YEAST
4932.YGR238C	sp|P50090|KEL2_YEAST
4932.YGR240C	sp|P16861|K6PF1_YEAST
4932.YGR241C	sp|P53309|AP18B_YEAST
4932.YGR244C	sp|P53312|SUCB_YEAST
4932.YGR245C	sp|P53313|SDA1_YEAST
4932.YGR246C	sp|P29056|TF3B_YEAST
4932.YGR248W	sp|P53315|SOL4_YEAST
4932.YGR249W	sp|P53050|MGA1_YEAST
4932.YGR250C	sp|P53316|YG5B_YEAST
4932.YGR251W	sp|P53317|NOP19_YEAST
4932.YGR252W	sp|Q03330|GCN5_YEAST
4932.YGR253C	sp|P32379|PSA5_YEAST
4932.YGR254W	sp|P00925|ENO2_YEAST
4932.YHR174W	sp|P00925|ENO2_YEAST
4932.YGR255C	sp|P53318|COQ6_YEAST
4932.YGR256W	sp|P53319|6PGD2_YEAST
4932.YGR258C	sp|P07276|RAD2_YEAST
4932.YGR260W	sp|P53322|TNA1_YEAST
4932.YGR261C	sp|P46682|AP3B_YEAST
4932.YGR262C	sp|P53323|BUD32_YEAST
4932.YGR263C	sp|P53324|SAY1_YEAST
4932.YGR264C	sp|P00958|SYMC_YEAST
4932.YGR266W	sp|P53326|YG5L_YEAST
4932.YGR267C	sp|P51601|GCH1_YEAST
4932.YGR268C	sp|P40325|HUA1_YEAST
4932.YGR270W	sp|P40340|TBP7_YEAST
4932.YGR271C-A	sp|Q3E705|EFG1P_YEAST
4932.YGR271W	sp|P53327|SLH1_YEAST
4932.YGR274C	sp|P46677|TAF1_YEAST
4932.YGR275W	sp|P53330|RT102_YEAST
4932.YGR276C	sp|P53331|REXO1_YEAST
4932.YGR277C	sp|P53332|COAD_YEAST
4932.YGR278W	sp|P53333|CWC22_YEAST
4932.YGR279C	sp|P53334|SCW4_YEAST
4932.YGR280C	sp|P53335|PXR1_YEAST
4932.YGR281W	sp|P53049|YOR1_YEAST
4932.YGR282C	sp|P15703|BGL2_YEAST
4932.YGR283C	sp|P53336|YG5X_YEAST
4932.YGR284C	sp|P53337|ERV29_YEAST
4932.YGR285C	sp|P32527|ZUO1_YEAST
4932.YGR286C	sp|P32451|BIOB_YEAST
4932.YHL001W	sp|P38754|RL14B_YEAST
4932.YKL006W	sp|P38754|RL14B_YEAST
4932.YHL002W	sp|P38753|HSE1_YEAST
4932.YHL003C	sp|P38703|LAG1_YEAST
4932.YHL004W	sp|P32902|RT04_YEAST
4932.YHL007C	sp|Q03497|STE20_YEAST
4932.YHL009C	sp|P38749|YAP3_YEAST
4932.YHL011C	sp|P38689|KPR3_YEAST
4932.YHL013C	sp|P38747|OTU2_YEAST
4932.YHL014C	sp|P38746|YLF2_YEAST
4932.YHL015W	sp|P38701|RS20_YEAST
4932.YHL017W	sp|P38745|YHB7_YEAST
4932.YHL018W	sp|P38744|PHS_YEAST
4932.YHL020C	sp|P21957|OPI1_YEAST
4932.YHL021C	sp|P23180|AIM17_YEAST
4932.YHL025W	sp|P18888|SNF6_YEAST
4932.YHL027W	sp|P33400|PACC_YEAST
4932.YHL029C	sp|P38738|OCA5_YEAST
4932.YHL030W	sp|P38737|ECM29_YEAST
4932.YHL031C	sp|P38736|GOSR1_YEAST
4932.YHL032C	sp|P32190|GLPK_YEAST
4932.YHL033C	sp|P29453|RL8B_YEAST
4932.YLL045C	sp|P29453|RL8B_YEAST
4932.YHL034C	sp|P10080|SSBP1_YEAST
4932.YHL035C	sp|P38735|VMR1_YEAST
4932.YHL038C	sp|P03874|CBP2_YEAST
4932.YHL039W	sp|P38732|EFM1_YEAST
4932.YHL049C	sp|Q08994|YP203_YEAST
4932.YPR203W	sp|Q08994|YP203_YEAST
4932.YHL050C	sp|P38721|YHF0_YEAST
4932.YHR001W	sp|P38755|OSH7_YEAST
4932.YHR001W-A	sp|P37299|QCR10_YEAST
4932.YHR003C	sp|P38756|YHG3_YEAST
4932.YHR004C	sp|P38757|NEM1_YEAST
4932.YHR005C	sp|P08539|GPA1_YEAST
4932.YHR005C-A	sp|P87108|TIM10_YEAST
4932.YHR006W	sp|P38704|STP2_YEAST
4932.YHR007C	sp|P10614|CP51_YEAST
4932.YHR008C	sp|P00447|SODM_YEAST
4932.YHR009C	sp|P38758|TDA3_YEAST
4932.YHR011W	sp|P38705|SYSM_YEAST
4932.YHR012W	sp|P38759|VPS29_YEAST
4932.YHR013C	sp|P07347|ARD1_YEAST
4932.YHR014W	sp|P23624|SPO13_YEAST
4932.YHR016C	sp|P32793|YSC84_YEAST
4932.YHR017W	sp|P32792|YHH7_YEAST
4932.YHR018C	sp|P04076|ARLY_YEAST
4932.YHR019C	sp|P38707|SYNC_YEAST
4932.YHR020W	sp|P38708|YHI0_YEAST
4932.YHR021C	sp|P38711|RS27B_YEAST
4932.YKL156W	sp|P38711|RS27B_YEAST
4932.YHR022C	sp|P38763|YHI2_YEAST
4932.YHR023W	sp|P08964|MYO1_YEAST
4932.YHR024C	sp|P11914|MPPA_YEAST
4932.YHR025W	sp|P17423|KHSE_YEAST
4932.YHR026W	sp|P23968|VATO_YEAST
4932.YHR027C	sp|P38764|RPN1_YEAST
4932.YHR028C	sp|P18962|DAP2_YEAST
4932.YHR029C	sp|P38765|YHI9_YEAST
4932.YHR030C	sp|Q00772|SLT2_YEAST
4932.YHR033W	sp|P38690|YHJ3_YEAST
4932.YHR034C	sp|P38768|PIH1_YEAST
4932.YHR037W	sp|P07275|PUT2_YEAST
4932.YHR038W	sp|P38771|RRF1_YEAST
4932.YHR039C	sp|P38694|MSC7_YEAST
4932.YHR039C-A	sp|P48836|VATG_YEAST
4932.YHR040W	sp|P38772|BCD1_YEAST
4932.YHR041C	sp|P34162|MED20_YEAST
4932.YHR042W	sp|P16603|NCPR_YEAST
4932.YHR043C	sp|P38774|DOG1_YEAST
4932.YHR044C	sp|P38774|DOG1_YEAST
4932.YHR045W	sp|P38775|YHK5_YEAST
4932.YHR046C	sp|P38710|INM1_YEAST
4932.YHR047C	sp|P37898|AAP1_YEAST
4932.YHR049W	sp|P38777|FSH1_YEAST
4932.YHR051W	sp|P00427|COX6_YEAST
4932.YHR052W	sp|P38779|CIC1_YEAST
4932.YHR055C	sp|P07215|MTCU1_YEAST
4932.YHR056C	sp|P38781|RSC30_YEAST
4932.YHR057C	sp|P23285|CYPB_YEAST
4932.YHR058C	sp|P38782|MED6_YEAST
4932.YHR059W	sp|P38783|FYV4_YEAST
4932.YHR060W	sp|P38784|VMA22_YEAST
4932.YHR062C	sp|P38786|RPP1_YEAST
4932.YHR063C	sp|P38787|PANE_YEAST
4932.YHR064C	sp|P38788|SSZ1_YEAST
4932.YHR065C	sp|P38712|RRP3_YEAST
4932.YHR068W	sp|P38791|DHYS_YEAST
4932.YHR069C	sp|P38792|RRP4_YEAST
4932.YHR070W	sp|P38793|TRM5_YEAST
4932.YHR072W	sp|P38604|ERG7_YEAST
4932.YHR072W-A	sp|Q6Q547|NOP10_YEAST
4932.YHR073W	sp|P38713|OSH3_YEAST
4932.YHR074W	sp|P38795|NADE_YEAST
4932.YHR075C	sp|P38796|PPME1_YEAST
4932.YHR076W	sp|P38797|PP2C7_YEAST
4932.YHR077C	sp|P38798|NMD2_YEAST
4932.YHR081W	sp|P38801|LRP1_YEAST
4932.YHR082C	sp|P38691|KSP1_YEAST
4932.YHR084W	sp|P13574|STE12_YEAST
4932.YHR085W	sp|P38803|IPI1_YEAST
4932.YHR086W	sp|Q00539|NAM8_YEAST
4932.YHR087W	sp|P38804|SDO1L_YEAST
4932.YHR088W	sp|P38805|RPF1_YEAST
4932.YHR089C	sp|P28007|GAR1_YEAST
4932.YHR090C	sp|P38806|YNG2_YEAST
4932.YHR091C	sp|P38714|SYRM_YEAST
4932.YHR092C	sp|P32467|HXT4_YEAST
4932.YHR094C	sp|P32465|HXT1_YEAST
4932.YHR096C	sp|P38695|HXT5_YEAST
4932.YHR097C	sp|P38809|YHP7_YEAST
4932.YHR098C	sp|P38810|SFB3_YEAST
4932.YHR099W	sp|P38811|TRA1_YEAST
4932.YHR101C	sp|P38813|BIG1_YEAST
4932.YHR102W	sp|P38692|KIC1_YEAST
4932.YHR103W	sp|P38814|SBE22_YEAST
4932.YHR104W	sp|P38715|GRE3_YEAST
4932.YHR106W	sp|P38816|TRXB2_YEAST
4932.YHR107C	sp|P32468|CDC12_YEAST
4932.YHR108W	sp|P38817|GGA2_YEAST
4932.YHR109W	sp|P38818|CTM1_YEAST
4932.YHR110W	sp|P38819|ERP5_YEAST
4932.YHR111W	sp|P38820|UBA4_YEAST
4932.YHR112C	sp|P38716|YHR2_YEAST
4932.YHR113W	sp|P38821|DNPEP_YEAST
4932.YHR114W	sp|P38822|BZZ1_YEAST
4932.YHR115C	sp|P38823|DMA1_YEAST
4932.YHR117W	sp|P38825|TOM71_YEAST
4932.YHR118C	sp|P38826|ORC6_YEAST
4932.YHR119W	sp|P38827|SET1_YEAST
4932.YHR120W	sp|P25846|MSH1_YEAST
4932.YHR121W	sp|P38828|LSM12_YEAST
4932.YHR122W	sp|P38829|YHS2_YEAST
4932.YHR123W	sp|P22140|EPT1_YEAST
4932.YHR127W	sp|P38833|YHS7_YEAST
4932.YHR128W	sp|P18562|UPP_YEAST
4932.YHR132C	sp|P38836|ECM14_YEAST
4932.YHR132W-A	sp|Q9P305|IGO2_YEAST
4932.YHR133C	sp|P38837|NSG1_YEAST
4932.YHR135C	sp|P23291|KC11_YEAST
4932.YHR137W	sp|P38840|ARO9_YEAST
4932.YHR138C	sp|P38841|YHT8_YEAST
4932.YHR139C	sp|P13130|SS100_YEAST
4932.YHR143W-A	sp|P40422|RPAB4_YEAST
4932.YHR146W	sp|P38845|CRP1_YEAST
4932.YHR147C	sp|P32904|RM06_YEAST
4932.YHR148W	sp|P32899|IMP3_YEAST
4932.YHR149C	sp|P32900|SKG6_YEAST
4932.YHR150W	sp|P38848|PEX28_YEAST
4932.YHR154W	sp|P38850|RT107_YEAST
4932.YHR158C	sp|P38853|KEL1_YEAST
4932.YHR159W	sp|P38854|TDA11_YEAST
4932.YHR161C	sp|P38856|AP18A_YEAST
4932.YHR163W	sp|P38858|SOL3_YEAST
4932.YHR165C	sp|P33334|PRP8_YEAST
4932.YHR166C	sp|P16522|CDC23_YEAST
4932.YHR167W	sp|O13539|THP2_YEAST
4932.YHR168W	sp|P38860|MTG2_YEAST
4932.YHR169W	sp|P38719|DBP8_YEAST
4932.YHR170W	sp|P38861|NMD3_YEAST
4932.YHR172W	sp|P38863|SPC97_YEAST
4932.YHR176W	sp|P38866|FMO1_YEAST
4932.YHR178W	sp|P38699|STB5_YEAST
4932.YHR179W	sp|Q03558|OYE2_YEAST
4932.YHR181W	sp|P38869|SVP26_YEAST
4932.YHR182W	sp|P38870|YHY2_YEAST
4932.YHR183W	sp|P38720|6PGD1_YEAST
4932.YHR186C	sp|P38873|KOG1_YEAST
4932.YHR187W	sp|P38874|ELP5_YEAST
4932.YHR188C	sp|P38875|GPI16_YEAST
4932.YHR190W	sp|P29704|FDFT_YEAST
4932.YHR192W	sp|P38878|YHZ2_YEAST
4932.YHR193C	sp|P38879|NACA_YEAST
4932.YHR195W	sp|P38881|NVJ1_YEAST
4932.YHR196W	sp|P38882|UTP9_YEAST
4932.YHR197W	sp|P38883|RIX1_YEAST
4932.YHR198C	sp|P38884|AIM18_YEAST
4932.YHR199C	sp|P38885|AIM46_YEAST
4932.YHR200W	sp|P38886|RPN10_YEAST
4932.YHR201C	sp|P38698|PPX1_YEAST
4932.YHR205W	sp|P11792|SCH9_YEAST
4932.YHR206W	sp|P38889|SKN7_YEAST
4932.YHR207C	sp|P38890|SET5_YEAST
4932.YHR208W	sp|P38891|BCA1_YEAST
4932.YHR214C-B	sp|Q12088|YL11B_YEAST
4932.YHR214C-C	sp|P0C2I4|YH11A_YEAST
4932.YHR218W-A	sp|Q3E7Y4|YB112_YEAST
4932.YPR204W	sp|Q3E7Y4|YB112_YEAST
4932.YBL112C	sp|Q3E7Y4|YB112_YEAST
4932.YHR219W	sp|P38900|YH19_YEAST
4932.YIL002C	sp|P40559|INP51_YEAST
4932.YIL002W-A	sp|Q3E7Z5|YI002_YEAST
4932.YIL004C	sp|P22804|BET1_YEAST
4932.YIL005W	sp|P40557|EPS1_YEAST
4932.YIL008W	sp|P40554|URM1_YEAST
4932.YIL009W	sp|P39002|LCF3_YEAST
4932.YIL010W	sp|P40553|DOT5_YEAST
4932.YIL014W	sp|P40549|MNT3_YEAST
4932.YIL015W	sp|P12630|BAR1_YEAST
4932.YIL016W	sp|P40548|SNL1_YEAST
4932.YIL017C	sp|P40547|VID28_YEAST
4932.YIL018W	sp|P05736|RL2B_YEAST
4932.YIL019W	sp|P40546|FAF1_YEAST
4932.YIL020C	sp|P40545|HIS4_YEAST
4932.YIL021W	sp|P16370|RPB3_YEAST
4932.YIL022W	sp|Q01852|TIM44_YEAST
4932.YIL026C	sp|P40541|SCC3_YEAST
4932.YIL027C	sp|P40540|EMC5_YEAST
4932.YIL030C	sp|P40318|DOA10_YEAST
4932.YIL031W	sp|P40537|ULP2_YEAST
4932.YIL033C	sp|P07278|KAPR_YEAST
4932.YIL034C	sp|P13517|CAPZB_YEAST
4932.YIL035C	sp|P15790|CSK21_YEAST
4932.YIL036W	sp|P40535|ACA2_YEAST
4932.YIL038C	sp|P06102|NOT3_YEAST
4932.YIL039W	sp|P40533|TED1_YEAST
4932.YIL040W	sp|P40532|APQ12_YEAST
4932.YIL041W	sp|P40531|GVP36_YEAST
4932.YIL043C	sp|P38626|NCB5R_YEAST
4932.YIL044C	sp|P40529|AGE2_YEAST
4932.YIL046W	sp|P39014|MET30_YEAST
4932.YIL047C	sp|P40528|SYG1_YEAST
4932.YIL048W	sp|P40527|ATC7_YEAST
4932.YIL051C	sp|P40185|MMF1_YEAST
4932.YIL056W	sp|P40522|VHR1_YEAST
4932.YIL057C	sp|P40188|RGI2_YEAST
4932.YIL061C	sp|Q00916|RU17_YEAST
4932.YIL062C	sp|P40518|ARPC5_YEAST
4932.YIL063C	sp|P40517|YRB2_YEAST
4932.YIL064W	sp|P40516|SEE1_YEAST
4932.YIL065C	sp|P40515|FIS1_YEAST
4932.YIL066C	sp|P21672|RIR3_YEAST
4932.YIL067C	sp|P40514|YIG7_YEAST
4932.YIL068C	sp|P32844|SEC6_YEAST
4932.YIL069C	sp|P26782|RS24B_YEAST
4932.YIL070C	sp|P40513|MAM33_YEAST
4932.YIL072W	sp|P20050|HOP1_YEAST
4932.YIL075C	sp|P32565|RPN2_YEAST
4932.YIL076W	sp|P40509|COPE_YEAST
4932.YIL078W	sp|P04801|SYTC_YEAST
